Area,Career Level,Company,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Type,Job Title,YearsofExperience,Qualification,Salary,Search Term,jobtick_avgsalary,jobtick_Javascript,jobtick_HTML,jobtick_ReactJS,jobtick_engineerjobs,jobtick_developerjobs,jobtick_programmerjobs,Company Website,Job Link,Job Highlights,Job Functions
Not Specified,Entry,Vocational Training Council,05-10-2021,22-10-2021,0,no-email@email.com,Education,"Full Time, Permanent",Term IT Innovation Specialist åƒè€ƒç·¨è™Ÿ : O/HQIP-ODA/Term ITIS/09/21,2,Degree,NotSpecified,Front End Developer,0,1,0,1,0,0,0,http://www.vtc.edu.hk,/hk/en/job/term-it-innovation-specialist-%E5%8F%83%E8%80%83%E7%B7%A8%E8%99%9F-%3A-o-hqip-oda-term-itis-09-21-100003008792589,"['Responsible for the system design, development', 'Recognised degree in IT or equivalent', 'At least 2 yearsâ€™ relevant work experience']","Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development"
Not Specified,Entry,Manpower Services (Hong Kong) Limited,29-09-2021,22-10-2021,"['2504 6372', '90402328']",no-email@email.com,Human Resources Management/Consultancy,"Contract,Temporary",Junior Programmer/Programmer (Fresh Grad Welcome),1,Degree,NotSpecified,Front End Developer,0,1,1,1,0,0,1,http://www.manpowergroupgrc.hk,/hk/en/job/junior-programmer-programmer-fresh-grad-welcome-100003008779729,"['Public sector', 'High Dip/Degree in IT, Computer Science or related', '5-day work']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Senior,Ralph Lauren,28-09-2021,22-10-2021,0,no-email@email.com,Wholesale / Retail,"Full Time, Permanent",Assistant Program Manager (eCommerce Technology/ Digital Transformation),3,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.ralphlauren.com,/hk/en/job/assistant-program-manager-ecommerce-technology-digital-transformation-100003008776325,"['Digital Transformation', 'eCommerce', 'APAC focus']","Information Technology (IT), Application Specialist - Software, Software Development, E-commerce, Software Development"
Not Specified,Senior,Varmeego,04-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Project Manager,11,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/project-manager-100003008786774,"['Project Manager', 'Project management', 'Attractive salary & benefits']","Information Technology (IT), IT Project Management / Team Lead"
Not Specified,Entry,CL Technical Services Limited.,10-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Analyst Programmer (Java, over $40K, Multiple Vacancies)",1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,1,http://www.clts.com,/hk/en/job/analyst-programmer-java-over-%2440k-multiple-vacancies-100003008801755,"['Both commercial and govâ€™t project', '5 daysâ€™ work, stable environment', 'Competitive pay']","Information Technology (IT), Support, IT Management, Network & System"
Not Specified,Middle,Arup,18-10-2021,22-10-2021,0,no-email@email.com,Engineering - Others,"Full Time, Permanent",Consultant - Digital Design Implementation,7,Degree,NotSpecified,Front End Developer,0,1,0,0,0,0,0,Not Specified,/hk/en/job/consultant-digital-design-implementation-100003008823201,"['At least 7 years of relevant experience', 'Interest in software development', '13-mth pay, Bonus, Flexi Hr, Family Medical']","Engineering, Others, Information Technology (IT), Software Development, Others"
Not Specified,Entry,"JPMorgan Chase Bank, N.A.",30-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Digital Technology Quality Assurance and Business Analyst - Associate,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/digital-technology-quality-assurance-and-business-analyst-associate-100003008783189,"['Define Requirements into JIRAs', 'Define Test Cases, in a BDD format', '7+ years of experience']","Banking / Finance, Analyst, Professional Services, Business Analysis / Data Analysis, Information Technology (IT), Product Management / Business Analyst"
Not Specified,Entry,iDigital Technology Solutions Limited,06-10-2021,22-10-2021,0,no-email@email.com,Others,"Full Time, Permanent",Programmer / Analyst programmer,1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/programmer-analyst-programmer-100003008796651,"['Min.1 yr relevant experience', 'Five-day work week and Discretionary bonus', 'Attractive packages with pleasant company culture']","Information Technology (IT), Application Specialist - Software, Support, Software Development"
Not Specified,Entry,SJ Holding Limited,28-09-2021,22-10-2021,0,no-email@email.com,Freight Forwarding/Delivery/Shipping,"Full Time, Permanent",Analyst Programmer,1,Not Specified,NotSpecified,Front End Developer,0,1,1,1,0,0,1,Not Specified,/hk/en/job/analyst-programmer-100003008773232,"['System Maintenance and trouble-shooting', 'ad hoc programming development projects', 'Design, develop, maintain and support the systems']","Information Technology (IT), Others"
Not Specified,Entry,CL Technical Services Limited.,03-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Programmer (VB. Net, commercial project, over $35K)",1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,1,http://www.clts.com,/hk/en/job/programmer-vb-net-commercial-project-over-%2435k-100003008782788,"['Both commercial and govâ€™t project', '5 daysâ€™ work, stable environment', 'Competitive pay']","Information Technology (IT), Support, Network & System, Technical Writing"
Not Specified,Entry,Manpower Services (Hong Kong) Limited,15-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Contract,Temporary",Junior Programmer/ Programmer/ Analyst Programmer (17-45k) (URGENT),1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,1,1,1,0,0,1,http://www.manpowergroupgrc.hk,/hk/en/job/junior-programmer-programmer-analyst-programmer-17-45k-urgent-100003008818578,"['Fresh Grad Welcome', 'Public sector, stable career', 'Various projects with chance for promotion']","Information Technology (IT), Support, Testing / QA"
Not Specified,Entry,Reasonable Software House Limited æ€é½Šè»Ÿä»¶æœ‰é™å…¬å¸,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Web software engineer,1,Degree,HK$25K-35K/month,Front End Developer,30,1,1,0,0,0,0,http://rspread.hk/,/hk/en/job/web-software-engineer-100003008772925,"['web-based application', 'passionate about technology', 'good inter-personal skill']","Information Technology (IT), IT Project Management / Team Lead, Software Development, Others, Student / Fresh Graduate / No Experience"
Not Specified,Middle,Varmeego Link Limited,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Systems Analyst / Senior AP,1,Degree,HK$35K-45K/month,Front End Developer,40,0,0,1,0,0,0,Not Specified,/hk/en/job/systems-analyst-senior-ap-100003008773895,"['7 years of experience in application development', 'Multiple Openings', 'Attractive salary and benefits package']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,Bond West Consultants,23-09-2021,22-10-2021,['2957 8166'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Backend Developer â”‚ ePayment â”‚ JAVA â”‚Spring Bootâ”‚ReactJS â”‚ 30-50K,3,Degree,NotSpecified,Front End Developer,0,0,0,1,0,1,0,http://www.bondwest.com,/hk/en/job/backend-developer-%E2%94%82-epayment-%E2%94%82-java-%E2%94%82spring-boot%E2%94%82reactjs-%E2%94%82-30-50k-100003008759379,"['Permanent role', 'ePayment â”‚ JAVA â”‚Spring Bootâ”‚ReactJS', '5 days']","Information Technology (IT), IT Project Management / Team Lead, Software Development, Others"
Not Specified,Entry,Optimum Solutions (Hong Kong) Limited,05-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Platform Engineer,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,1,0,0,Not Specified,/hk/en/job/platform-engineer-100003008793192,"['Platform', 'Cloud', 'Permanent']","Information Technology (IT), Application Specialist - Network, Network & System, Technical / Functional Consulting"
Not Specified,Middle,Hong Kong Broadband Network Limited,20-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",System Analyst - Digital Commerce,5,Degree,NotSpecified,Front End Developer,0,1,0,0,0,0,0,http://www.hkbn.net/2012/,/hk/en/job/system-analyst-digital-commerce-100003008829854,"['In house program development', 'Experience in managing application design', 'LIFE-Work Priority Culture']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
Not Specified,Middle,Hutchison Property Group Limited,18-10-2021,22-10-2021,0,no-email@email.com,Property Development,"Contract,Temporary",SYSTEMS ANALYST (1-YEAR CONTRACT) [Ref. SA],4,Degree,NotSpecified,Front End Developer,0,1,1,0,0,0,0,http://www.ckah.com,/hk/en/job/systems-analyst-1-year-contract-%5Bref-sa%5D-100003008817445,"['Degree holder', 4 years' relevant experience"""," 'Strong programming skills in web technologies']"""
Not Specified,Entry,CL Technical Services Limited.,01-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Junior Programmer (Java, over $20K, Fresh Grad is also welcome, Multiple Vacancies)",1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,1,http://www.clts.com,/hk/en/job/junior-programmer-java-over-%2420k-fresh-grad-is-also-welcome-multiple-vacancies-100003008782508,"['Both commercial and govâ€™t project', '5 daysâ€™ work, stable environment', 'Competitive pay']","Information Technology (IT), Support, Network & System, Technical Writing"
Not Specified,Entry,Lingnan University,21-10-2021,22-10-2021,0,no-email@email.com,Education,"Full Time, Permanent",Senior Information Officer/ Information Officer (Post Ref.: 21/261),3,Degree,NotSpecified,Front End Developer,0,0,1,0,0,0,0,http://www.ln.edu.hk,/hk/en/job/senior-information-officer-information-officer-post-ref-%3A-21-261-100003008831486,"['design, develop, test & deliver mobile application', 'manage and administer the University mobile app', 'develop system programming']","Information Technology (IT), Software Development, Mobile / Wireless Communications"
Not Specified,Middle,Meego Technology Limited,27-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",UX/UI Designer,3,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/ux-ui-designer-100003008772170,"[Join a passionate team that's making a difference""", 'Collaborate on UX research and UI visualizations'
Not Specified,Entry,GS1 Hong Kong Limited,19-10-2021,22-10-2021,0,no-email@email.com,General Business Services,"Full Time, Permanent",System Analyst,2,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,https://www.gs1hk.org/,/hk/en/job/system-analyst-100003008826822,"['Lead a small team in solutions development', 'Familiar with agile methodology and related tools', 'Study and implement new technologies']","Information Technology (IT), Software Development, Network & System, Data Scientist"
Not Specified,Middle,PERSOLKELLY Hong Kong Limited,30-09-2021,22-10-2021,0,['Contract_hk @persolkelly.com'],Human Resources Management/Consultancy,"Full Time, Permanent",System Analyst (T25 Government Sector / up to 60K),4,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.persolkelly.com.hk,/hk/en/job/system-analyst-t25-government-sector-up-to-60k-100003008781771,"['Java, J2EE', 'SQL Server, MySQL', 'Large scale project']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Middle,SOCAM Development Limited,08-10-2021,22-10-2021,0,no-email@email.com,Architecture/Building/Construction,"Full Time, Permanent",Analyst Programmer,4,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,0,1,0,0,1,Not Specified,/hk/en/job/analyst-programmer-100003008800721,"['Good Career Prospect, Stable Work Environment', 'Good Team Work', 'Hong Kong List Company']","Information Technology (IT), IT - Webmaster / SEO, Software Development, Network & System"
Not Specified,Middle,HKT,29-09-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",Senior Quality Assurance Executive (Digital Product) - The Club,3,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.pccw.com,/hk/en/job/senior-quality-assurance-executive-digital-product-the-club-100003008779713,"['Testing', 'Quality Assurance', 'Digital Product']","Information Technology (IT), Testing / QA, Others, E-commerce, Product Management / Business Analyst"
Not Specified,Middle,AsiaPay (HK) Limited,13-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",System Analyst,5,Degree,NotSpecified,Front End Developer,0,0,0,1,0,0,0,http://www.asiapay.com,/hk/en/job/system-analyst-100003008814157,"['5 years solid work experience in mobile payment', 'Stable permanent in-house', 'Good career development']","Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development"
Not Specified,Entry,The Hong Kong Polytechnic University,06-10-2021,22-10-2021,['21100603'],no-email@email.com,Education,"Full Time, Permanent",Assistant Information Technology Officer,3,Degree,NotSpecified,Front End Developer,0,1,1,0,0,0,0,Not Specified,/hk/en/job/assistant-information-technology-officer-100003008796377,"['Provide support on e-Learning', 'Recognised degree in Computer Science, IT', 'Have knowledge of/experience in developing web app']","Information Technology (IT), Support, Network & System, Others"
Not Specified,Middle,PRIZM,19-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Project Executive, IT & Digital",2,Degree,NotSpecified,Front End Developer,0,0,1,0,0,0,0,Not Specified,/hk/en/job/project-executive-it-digital-100003008826668,"['Degree in information Management / E-commerce', 'Provide end-to-end digital project management', 'Fun & young working environment']","Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Marketing / Public Relations, Digital Marketing"
Not Specified,Middle,Success Base Engineering Limited,25-09-2021,22-10-2021,0,no-email@email.com,Architecture/Building/Construction,"Full Time, Permanent",Senior Unity Developer,3,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,0,0,0,1,0,Not Specified,/hk/en/job/senior-unity-developer-100003008765981,"['Design, develop next generation applications', 'Experience in using Unity for C# development', 'Develop existing in-house written applications']","Information Technology (IT), Software Development, Others, Mobile / Wireless Communications"
Not Specified,Entry,China Mobile Hong Kong ä¸­åœ‹ç§»å‹•é¦™æ¸¯,20-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent","Engineer, Core Network",2,Degree,NotSpecified,Front End Developer,0,0,1,0,0,0,0,http://www.hk.chinamobile.com,/hk/en/job/engineer-core-network-100003008829855,"['Degree in Electronic,Computer or Telecommunication', 'Fresh graduate is also welcome', '1 years or above']","Engineering, Engineering Project Management, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System"
Not Specified,Entry,ADECCO,19-10-2021,22-10-2021,0,no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Urgent!! Java Software Engineer (6-Month Contract HKD40-50K),2,Non-Degree Tertiary,NotSpecified,Front End Developer,0,1,0,0,0,0,0,http://adecco.com.hk,/hk/en/job/urgent!!-java-software-engineer-6-month-contract-hkd40-50k-100003008826459,"['Backend/ full-stack software development', 'Experience in Java and JavaScript', 'Develop and enhance web application']","Information Technology (IT), Application Specialist - Software, Software Development, Testing / QA"
Not Specified,Middle,Logistics and Supply Chain MultiTech R&D Centre Limited,12-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",System Analyst (Technology Development),5,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.lscm.hk,/hk/en/job/system-analyst-technology-development-100003008810552,"['Technology research and evaluation', 'System / network architectural design', 'Bachelorâ€™s Degree in Computer Science']","Information Technology (IT), Software Development, Testing / QA, Network & System"
Not Specified,Entry,ICO Limited,13-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent","Programmer (Java, Bank team)",1,Not Specified,NotSpecified,Front End Developer,0,1,0,0,0,0,1,Not Specified,/hk/en/job/programmer-java-bank-team-100003008812577,"['Stable tech team in bank project', '13 months salary', 'Fresh Grad Welcome']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Entry,Oslo Environmental Innovation Limited,30-09-2021,22-10-2021,0,no-email@email.com,Environmental Science,"Full Time, Permanent",Programmer (Web and Mobile Application),1,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/programmer-web-and-mobile-application-100003008784969,"['5-day work', 'Support digital business', 'Fresh grad also welcome']","Information Technology (IT), Application Specialist - Software, Software Development, UI/UX Designer"
Not Specified,Senior,Kinetix Systems Limited,20-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Senior Analyst Programmer / System Analyst,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,1,Not Specified,/hk/en/job/senior-analyst-programmer-system-analyst-100003008830412,"['Lead Role in System Analysis & Design Service', 'Enterprise Application Development Life Cycle', 'Participate Digital Transformation in IT Solutions']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Senior,Guoco Group Limited,21-10-2021,22-10-2021,['2285 3209'],no-email@email.com,Financial Services,"Full Time, Permanent",System Analyst / Assistant IT Project Manager,5,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.guoco.com,/hk/en/job/system-analyst-assistant-it-project-manager-100003008831002,"['Bachelorâ€™s degree in Computer Science or IT', '5 yrs of software implementation and support exp.', 'Proficient in Web tech, programming language']","Information Technology (IT), IT Project Management / Team Lead, IT Management, Network & System"
Not Specified,Middle,Logistics and Supply Chain MultiTech R&D Centre Limited,12-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Engineer (Technology Development),4,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.lscm.hk,/hk/en/job/software-engineer-technology-development-100003008810826,"['Evaluate and recommend technology options', 'Software solution architecture design', 'Bachelor Degree in Computer Science,']","Information Technology (IT), Software Development, Testing / QA, Network & System"
Not Specified,Entry,mReferral Corporation (HK) Limited   ç¶“çµ¡é›†åœ˜(é¦™æ¸¯)æœ‰é™å…¬å¸,19-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Senior IT Project Officer,2,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.mreferral.com,/hk/en/job/senior-it-project-officer-100003008824446,"['Assist in IT and digital projects', 'Well-structured team with resources to support', '5 days work with excellent benefits']","Information Technology (IT), IT Project Management / Team Lead, Support, Product Management / Business Analyst"
Not Specified,Entry,Azeus Systems Limited,07-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",System Analyst / Analyst Programmer / Junior Programmer,2,Degree,NotSpecified,Front End Developer,0,1,0,0,0,0,1,http://www.azeus.com,/hk/en/job/system-analyst-analyst-programmer-junior-programmer-100003008797337,"['coding, testing and other activities in SDLC', 'SQL Server/Oracle/Redhat Linux/Windows Server', 'Java, Javascript, Spring, Vue.js']","Information Technology (IT), Application Specialist - Software, Network & System, Technical / Functional Consulting"
Not Specified,Senior,HGC Global Communications Limited,22-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",OSS Team Lead,6,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/oss-team-lead-100003008836536,"['Lead and supervise the OSS & online team', '6-8 years of relevant IT experience', '2-3 years management / supervisory role']","Information Technology (IT), IT Project Management / Team Lead, Support, Software Development"
Not Specified,Middle,Endeavour Search Limited,30-09-2021,22-10-2021,['3956-1828'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Systems Analyst - Digital & E-commerce,3,Degree,NotSpecified,Front End Developer,0,0,0,1,1,0,0,http://www.endeavourasia.com/,/hk/en/job/systems-analyst-digital-e-commerce-100003008778649,"['Global Firm in FMCG/Retail/Logistic/Digital', 'Software Development Lead', 'Wan Chai office - 5 min to MTR']","Information Technology (IT), Application Specialist - Software, Software Development, Technical / Functional Consulting"
Not Specified,Entry,Telstra PBS Limited,30-09-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",Programmer,2,Degree,NotSpecified,Front End Developer,0,1,0,1,1,0,1,Not Specified,/hk/en/job/programmer-100003008782869,"['Innovative cloud products and SDN/SDWAN products', 'Medical, Dental & Life insurance & Nice benefits', 'Enthusiastic about new technology']","Information Technology (IT), Software Development, Others"
Not Specified,Middle,Andrew Found Limited,24-09-2021,22-10-2021,['5422 3485'],['HF @andrewfound.com'],Others,"Full Time, Permanent",System Analyst/ Software Engineer /Programmer - Web / Mobile / DevOps  (Up to 60K),1,Non-Degree Tertiary,HK$17K-45K/month,Front End Developer,31,0,0,0,1,0,1,Not Specified,/hk/en/job/system-analyst-software-engineer-programmer-web-mobile-devops-up-to-60k-100003008765194,"['Double Pay + Bonus, Dental & Medical cover', 'Fin-tech / Banking / Web / Mobile Development', 'Knowledge in Java / ASP.Net (MVC) / NodeJS / React']","Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing"
Not Specified,Middle,Perfect Shape (Holdings) Limited,30-09-2021,22-10-2021,0,no-email@email.com,Health & Beauty Care,"Full Time, Permanent",Analyst Programmer,2,Degree,NotSpecified,Front End Developer,0,1,1,0,1,0,1,Not Specified,/hk/en/job/analyst-programmer-100003008781469,"['Excellent career development', '5 Days Work Week', 'Work Life Balance']","Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development"
Not Specified,Middle,IG Consulting Limited,07-10-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Analyst Programmer,2,Degree,NotSpecified,Front End Developer,0,0,0,1,0,0,1,Not Specified,/hk/en/job/analyst-programmer-100003008799248,"['FinTech / InsurTech startup', 'Frontend Software Development Experience', 'System Development']","Information Technology (IT), Software Development, Network & System"
Not Specified,Senior,ç™¾æœ¬é›†åœ˜,30-09-2021,22-10-2021,0,no-email@email.com,Medical/Pharmaceutical,"Full Time, Permanent",IT Dept. Manager,3,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.bamboos.com.hk/,/hk/en/job/it-dept-manager-100003008774979,"['I.T', 'Manager', 'MIS Dept.']","Information Technology (IT), IT Project Management / Team Lead, Application Specialist - Network, Network & System"
Not Specified,Middle,Venturous Advisory (Hong Kong) Limited,06-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Unreal Game Engine Developer,2,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,1,0,Not Specified,/hk/en/job/unreal-game-engine-developer-100003008794156,"['Digital Twins Development', 'Fast Growing Pro-Tech Startup', 'Internet startup culture']","Information Technology (IT), Application Specialist - Software"
Not Specified,Entry,TR at CUHK Company Limited,30-09-2021,22-10-2021,0,no-email@email.com,General Business Services,"Full Time, Permanent",Programmer/ Programme Engineer,1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,1,1,1,1,0,1,Not Specified,/hk/en/job/programmer-programme-engineer-100003008780568,"['Exposure to latest cloud technology and services', 'Work with AI teams', 'Development enterprise grade responsive web']","Information Technology (IT), Software Development, Network & System, Technical Writing"
Not Specified,Middle,EDPS Systems Limited,11-10-2021,22-10-2021,"['2838-6813', '2838-6776']",no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Programmer ( Java / Web Programming),3,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,1,http://www.edps.com.hk,/hk/en/job/analyst-programmer-java-web-programming-100003008808923,"['Java', 'Oralce RDBMS', 'Web Programming']","Information Technology (IT), Software Development"
Not Specified,Middle,Industrial and Commercial Bank of China (Asia) Limited,29-09-2021,22-10-2021,0,no-email@email.com,Banking,"Full Time, Permanent",Senior Analyst Programmer,5,Degree,NotSpecified,Front End Developer,0,1,1,0,0,0,1,http://www.icbcasia.com,/hk/en/job/senior-analyst-programmer-100003008779549,"['requirement gathering, design and development', 'Provide support and maintenance', 'system integration testing, user testing support']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,Dreamshub Limited,04-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Programmer (C#/.net),1,Not Specified,NotSpecified,Front End Developer,0,1,0,1,0,0,1,https://www.dreamshub.com/,/hk/en/job/analyst-programmer-c-net-100003008788952,"['Friendly work environment,5 days work & double pay', '3-5 yearsâ€™ experience of .NET platform development', 'Design, develop and debug web application']","Information Technology (IT), Application Specialist - Software, Software Development"
Not Specified,Entry,aCube Solutions Limited,21-10-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Software Programmer,1,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,1,0,0,0,1,Not Specified,/hk/en/job/software-programmer-100003008831350,"['Dynamic team with friendly working environment', 'Good development prospects', 'Comprehensive remuneration and performance bonus']","Information Technology (IT), Application Specialist - Software, Support, Software Development"
Not Specified,Entry,The Education University of Hong Kong,30-09-2021,22-10-2021,0,no-email@email.com,Education,"Full Time, Permanent",Programmer I / Programmer II (Ref: 2100524) Office of the Chief Information Officer,2,Non-Degree Tertiary,NotSpecified,Front End Developer,0,0,0,0,0,0,1,http://www.eduhk.hk,/hk/en/job/programmer-i-programmer-ii-ref%3A-2100524-office-of-the-chief-information-officer-100003008784015,"['Develop and maintain a suite of information system', 'having an associate degree or a higher diploma', '2 yearsâ€™ working experience may be considered']","Education, Others, Information Technology (IT), Support, Software Development"
Not Specified,Entry,Ambitious People Group,07-10-2021,22-10-2021,['3511 6262'],no-email@email.com,Human Resources Management/Consultancy,"Full Time, Permanent",Mobile Developer | Trading platform | Ai and Big Data,1,Degree,HK$25K-45K/month,Front End Developer,35,0,0,1,0,1,0,http://www.ambitiouspeople.hk,/hk/en/job/mobile-developer-%7C-trading-platform-%7C-ai-and-big-data-100003008799423,"['Global Exposure', 'Promising Career Path', 'Young and Innovative Teams']","Information Technology (IT), Application Specialist - Software, Others, Mobile / Wireless Communications"
Not Specified,Entry,XY Capital Limited,27-09-2021,22-10-2021,0,no-email@email.com,Financial Services,"Full Time, Permanent",Trade Support Engineer - Hong Kong,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/trade-support-engineer-hong-kong-100003008770587,"['Proficiency in Bash, Python and/or C++', 'Comprehensive health insurance plan', 'Provision of daily breakfast and lunch']","Information Technology (IT), Support, Network & System, Others"
Not Specified,Senior,The Hong Kong Jockey Club,13-10-2021,22-10-2021,['2576-1987'],no-email@email.com,Athletics/Sports,"Full Time, Permanent",Senior Manager (IT Portfolio Management â€“ Enterprise Integration) (ITOSS - BAU),1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,http://www.hkjc.com,/hk/en/job/senior-manager-it-portfolio-management-enterprise-integration-itoss-bau-100003008813875,"['University degree or above in Computer science', '10 years + managing software development teams', 'Experience working with traditional organizations']","Information Technology (IT), IT Management, Network & System, Others"
Not Specified,Middle,HGC Global Communications Limited,22-10-2021,22-10-2021,0,no-email@email.com,Telecommunication,"Full Time, Permanent",System Administrator,4,Degree,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/system-administrator-100003008836552,"['3 - 6 yrs IT system admin working exp', 'Cloud IaaS; virtualization technology', 'Competitive remuneration package']","Information Technology (IT), Application Specialist - Software, Software Development, Network & System"
Not Specified,Entry,TEKsystems,28-09-2021,22-10-2021,0,no-email@email.com,Hospitality/Catering,"Full Time, Permanent",Junior Automation Test Engineer - Global Insurance Tech Digital/Cloud Program,1,Not Specified,NotSpecified,Front End Developer,0,0,0,0,0,0,0,Not Specified,/hk/en/job/junior-automation-test-engineer-global-insurance-tech-digital-cloud-program-100003008774672,"['automation testing', 'digital', 'cloud']","Information Technology (IT), Testing / QA"
Not Specified,Entry,Ai Pu Jing Software Technology (Hong Kong) Co Limited,28-09-2021,22-10-2021,0,no-email@email.com,Information Technology,"Full Time, Permanent",Analyst Programmer - React Native (Mobile App),2,Degree,NotSpecified,Front End Developer,0,0,0,1,0,0,1,http://www.apjcorp.com.hk,/hk/en/job/analyst-programmer-react-native-mobile-app-100003008774400,"['Mobile App', 'React-Native', '2 years or above experience']","Information Technology (IT), Application Specialist - Software, Software Development, Others"
