Area,Career Level,Company,Company Website,Date Posted,Date Scraped,Employer Contact Number,Employer Email,Industry,Job Functions,Job Highlights,Job Title,Job Type,Qualification,Salary,Search Term,JobtickAvgsalary,Jobtick Productjobs,JobtickPrototyping,JobtickResearch,JobtickUiuxjobs,JobtickWebmobileappjobs,JobtickWireframing,JobtickWriting,YearsofExperience
Not Specified,Middle,Hong Kong Baptist University,http://www.hkbu.edu.hk,2021-10-22,2021-10-22,0,no-email@email.com,Education,"Information Technology (IT), Application Specialist - Software, DBA, Software Development","['A bachelor’s degree', 'three years of related work experience', 'Web prototype and graphic design']",Web Developer (at the rank of Information Technology Officer) (PR0215/21-22),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,1,1,0,1,0,0,3
Not Specified,Entry,Hong Kong Productivity Council,http://www.hkpc.org,2021-10-20,2021-10-22,0,no-email@email.com,Management Consultancy/Service,"Engineering, Electrical / Electronics, Mechanical, Information Technology (IT), Software Development","['5-day work week, Medical benefits, Dental benefit', 'Implement APAS R&D Centre technology roadmap', 'Bachelor degree or above in Automotive Engineering']","Engineering Officer, AI/ Software/ Electronic Design","Contract,Temporary",Degree,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,1
Not Specified,Entry,Hellotoby Technology (HK) Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Software Development","['Hands on programming on e-services platform', 'Web platform and application implementation', 'Java, Spring Boot, SQL']",Software Engineer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,1
Not Specified,Middle,China Mobile Hong Kong 中國移動香港,http://www.hk.chinamobile.com,2021-10-20,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), Application Specialist - Software, Software Development, Data Scientist","['Design and develop ETL solutions', 'Data Warehouse Analysis, COGNOS, Oracle oBIEE, SQL', 'Teradata, Greenplum & Oracle']",Senior System Analyst / Senior Data Analyst - Big Data,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Middle,Deloitte Global Services Limited,http://www.deloitte.com,2021-10-18,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst, Technical / Functional Consulting","['Experience in Oracle EBS/ Oracle Fusion', 'Project Management, Stakeholder Management', 'Consultancy background is a plus (In-house will also consider)']",Consultant / Senior Consultant - Functional - Oracle - Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Morgan Half International (Hong Kong) Limited,https://www.morganhalf.com/,2021-10-18,2021-10-22,0,['info @morganhalf.com'],Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Security, Network & System","['Multinational corporation, FSI focus', 'Permanent position, professional service provider', 'Network Projects development & implementation']",Senior Network Infrastructure Specialist - Cisco products,"Full Time, Permanent",Degree,HK$30K-45K/month,Service Designer,37,1,0,1,0,0,0,1,3
Not Specified,Entry,Welend Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, Support","['Ensure smoothness and stability of OS', 'Provide L2 /L3 support service proactively', 'Resolve and investigate internal application issue']",Platform Engineer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,1
Not Specified,Senior,WSP (Asia) Limited,http://www.wsp.com,2021-10-21,2021-10-22,0,no-email@email.com,"Engineering - Building, Civil, Construction / Quantity Survey","Information Technology (IT), Application Specialist - Software, Software Development, Others","['SQL Server, Dotnet framework with C#, Asp.Net', '4-6 years of experience on application development', 'Regional exposure']","Senior Officer, IT Application Development","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,1
Not Specified,Senior,Atos Information Technology HK Limited,http://atos.net,2021-10-20,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead","['Experience in Infrastructure project management', 'Good English communication and presentation skills', '5 days work and medical insurance']",Project Consultant/ Manager (PMO),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Senior,Nixon Technology Co Limited,http://www.nixontcl.com,2021-10-18,2021-10-22,0,no-email@email.com,Engineering - Electrical/Electronic/Mechanical,"Engineering, Electrical / Electronics, Engineering Project Management, Information Technology (IT), Network & System","['Minimum 10 years software development work exp.', 'Minimum 5 recent years of experience in cloud-base', 'Diploma or above in Programming/Computer Science']",Project Manager (ICT Software Development Project),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,10
Not Specified,Entry,Global Technology Integrator Limited,http://www.gti.com.hk,2021-10-20,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Security, Network & System, Data Scientist","['Cybersecurity solution', 'Project implementation', 'Risk assessment services']",Security Engineer Trainee (Fresh graduates are also welcome),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,1
Not Specified,Entry,樓上有限公司 / HK JEBN LIMITED,Not Specified,2021-10-18,2021-10-22,0,no-email@email.com,Wholesale / Retail,"Information Technology (IT), IT - Webmaster / SEO","['At least 2 years’ experience in Web application', 'Web, PHP, Angular, JSON, Node', '.Net, MySQL, React, REST']",System Analyst / Analyst Programmer / Programmer (Web Development),"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,1
Not Specified,Middle,ConnectedGroup Limited,http://www.connectedgroup.com,2021-10-20,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Data Scientist","['AI/ Machine Learning/ Big Data', 'AI Implementation', 'Core Data Team']","Senior Data Scientist, Financial Services","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,1
Not Specified,Senior,Roborn Technology Limited,Not Specified,2021-10-15,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Software Development","['Young & energetic company', 'Causal & spacious working environment', '5-day Work, medical insurance, etc.']",Software Engineer / Senior Software Engineer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,1
Not Specified,Senior,PERSOLKELLY Hong Kong Limited,http://www.persolkelly.com.hk,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Security, Network & System","['Well Known MNC', 'Solid exp in Cloud, DLP, MDM, MAM application', 'APAC Cyber Security Lead']",Cyber Security Lead (Private Equity Firm),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,1,0,0,0,8
Not Specified,Middle,Cosmact Limited,http://www.cosmact.com,2021-10-17,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Network & System, Technical / Functional Consulting","['Design, development, implementation', 'Work on cutting edge technology!', 'Customers include telcos, government, enterprises']",Senior System Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Entry,"E.SUN Commercial Bank, Limited.",http://www.esunbank.com.tw,2021-10-22,2021-10-22,0,no-email@email.com,Banking,"Banking / Finance, Others, Information Technology (IT), Support, Others, Student / Fresh Graduate / No Experience","['Analysis, design and user requirement studies', 'Young and Energetic Working Culture', 'One of the Leading Bank in Taiwan']",IT Specialist,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,1
Not Specified,Entry,SabeTech Technology Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing","['3yrs experience or above, public cloud', 'Java, AWS, Backend development', '5 days, 14months + bonus']",(Senior) Java Analyst Programmer/ Developer - high pay,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,1,0,0,0,0,3
Not Specified,Middle,AVA Intelligent Partners Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['Develop frontend / backend applications', 'Experience in Kubernetes is a plus', 'Friendly and energetic working environment']",Senior Programmer/ Full Stack Developer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Middle,Deloitte Global Services Limited,http://www.deloitte.com,2021-10-18,2021-10-22,0,no-email@email.com,Accounting/Audit/Tax Services,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Technical / Functional Consulting","['Experience in OBIEE, Oracle Data Warehouse, Oracle EBS, Oracle Cloud, Fusion (Either 1 -2)', 'Project Management, Stakeholder Management', 'Consultancy background is a plus (In-house will also consider)']",Consultant / Senior Consultant - Technical - Oracle - Hong Kong,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,ALS International Limited,http://www.alsrecruit.com.hk,2021-10-05,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Support, Network & System, Technical / Functional Consulting","['Global leading bank', 'AWS & GCP focused', 'Applications migration']",Cloud Engineer (AWS/GCP),"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Talent Fields Hong Kong Company Limited,Not Specified,2021-10-05,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead","['Team Management', 'Perm role', 'Experience implementing and working with vendors']",Senior IT Business Analyst - up to 78k (Agile - Permanent),"Full Time, Permanent",Not Specified,HK$45K-55K/month,Service Designer,50,0,0,0,0,0,0,0,1
Not Specified,Entry,TVB New Media Group Limited,http://www.tvb.com/,2021-09-30,2021-10-22,0,no-email@email.com,Media/Publishing/Printing,"Information Technology (IT), Support, Security, Network & System","['Ensure all problems are identified and investigate', 'Setup system alarm monitoring tools', 'Minimum 2 years’ experience']",Senior Technical Officer,"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,Automated Systems (HK) Limited,http://www.asl.com.hk,2021-09-29,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Support, Network & System, Others, Student / Fresh Graduate / No Experience","['2-year Graduate Program', 'Gain exposure in all aspects of IT industry', 'Start your career journey with ASL!']",Graduate Trainee Program 2021,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Bank of China (Hong Kong) Limited,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Others","['-', '-', '-']",IT Procurement Manager,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Middle,Leading Edge Group Limited,Not Specified,2021-09-30,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, DBA, Software Development","['Data/ AI Project Implementation Services', 'Data/ AI Consultancy Services', 'Knowledge, skill and experiences on SQL or Pytho']",Senior Data Engineer / System Analyst / Solution Consultant,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
Not Specified,Senior,"JPMorgan Chase Bank, N.A.",Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), IT Project Management / Team Lead, Support, Others","['Coordinate technology developments', 'drive and design project of big scale end-to-end', 'BS/BA degree or equivalent experience']","Algo Execution Service Tech Lead, Equities Technology","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,1,0,0,0,1
Not Specified,Middle,Hong Kong Housing Society,http://www.hkhs.com,2021-09-25,2021-10-22,['2882 4466'],no-email@email.com,Property Development,"Information Technology (IT), IT - Webmaster / SEO","['Provide Website and E-Form design', 'Provide technical and web system support', 'Minimum 5 years of experience']",Web Master,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,5
Not Specified,Entry,Dell Hong Kong Limited,http://www.dell.com,2021-10-18,2021-10-22,0,no-email@email.com,Information Technology,"Engineering, Others, Information Technology (IT), Others","['3 years and above of relevant experience', 'Industry certification in Linux, Windows', 'Relevant Dell EMC product certification']",Field Service Engineer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,HKBN Enterprise Solutions HK Limited,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Telecommunication,"Information Technology (IT), IT Project Management / Team Lead, Technical / Functional Consulting, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","['Responsible for presales activities', 'Present solution, conduct demonstration and PoC', 'Life-Work Priority']",Presales Consultant,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Capgemini Hong Kong Limited,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['Azure Development', 'Javascript, Jquery, Angular', 'SSRS, Power BI']",Azure Developer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,JEB International Limited,https://jebpartitions.com/,2021-09-27,2021-10-22,0,no-email@email.com,Trading and Distribution,"Information Technology (IT), Hardware, IT Management, Network & System","['5 day work week', 'Performance bonus', 'Fun working environment']",IT Support / Senior IT Support,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,TalentQuest HR Limited,http://www.talentquest.com.hk/,2021-09-29,2021-10-22,"['85296177', '96177281']",no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Java, Kotlin', 'Objective C, Swift', 'Frontend Web and Mobile']",Systems Analyst – Front End,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,8
Not Specified,Senior,Thales Transport & Security (Hong Kong) Limited,http://www.thalesgroup.com/transport,2021-09-30,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Software Development","['System Architecture & Interface design', 'Enterprise IT experience', 'Cloud knowledge preferred']",Solution Architect,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Senior,Hang Seng Bank Limited,http://bank.hangseng.com/1/2/about-us/careers/job-openings,2021-09-27,2021-10-22,0,no-email@email.com,Financial Services,"Information Technology (IT), Application Specialist - Software, Network & System, Mobile / Wireless Communications","['Degree or above in a related discipline', 'Minimum 10 years solution architect experience', 'Proficiency in both English and Chinese']",Senior Solution Architecture - Digital,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,10
Not Specified,Middle,Alexis Services Limited,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Management, Product Management / Business Analyst","['Knowledge of PROGRESS, Web programming', 'Experience in system development & maintenance', 'collect user requirement & system design']","Senior Analyst Programmer, Information Technology (Financial Institution)","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,5
Not Specified,Entry,Automated Systems (HK) Limited,http://www.asl.com.hk,2021-09-28,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Hardware, Support, Network & System","['Provide technical support and troubleshooting', 'Higher Certificate holders or above', '1-2 years experience in Information Technology']",Customer Engineer,"Full Time, Permanent",School Certificate,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Robert Walters (HK),http://www.robertwalters.com.hk,2021-09-28,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Network & System","['Reputable client', 'Exciting project exposure', 'Good team culture']",Senior Cloud Engineer (Public Cloud/ VM),"Full Time, Permanent",Degree,HK$45K-70K/month,Service Designer,57,0,0,0,0,0,0,0,5
Not Specified,Senior,Get More Resources Limited,Not Specified,2021-09-29,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Application Specialist - Software, Software Development","['PHP, HTML5 and JavaScript', 'Mobile app development', 'MVC Framework, Entity Framework, CSS, Bootstrap']",Senior Programmer/Programmer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Ai Pu Jing Software Technology (Hong Kong) Co Limited,http://www.apjcorp.com.hk,2021-09-30,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Others","['React', '2 years or above experience', 'Fabric / Typescript']",Analyst Programmer – React (Web App),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,2
Not Specified,Middle,Ai Pu Jing Software Technology (Hong Kong) Co Limited,http://www.apjcorp.com.hk,2021-09-30,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, Software Development, Others","['.Net Framework', '2 years or above experience', 'HttpWebRequest / Caching / Linq']",Analyst Programmer – .Net Framework (Backend),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,Hong Kong Sheng Kung Hui Welfare Council Limited,http://www.skhwc.org.hk,2021-09-30,2021-10-22,0,no-email@email.com,Charity/Social Services/Non-Profit Organisation,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['ASP.NET Core / ASP.NET MVC (C#), JavaScript', 'Proficiency in Microsoft SQL and database design', ""At least 5+ years' programming experience""]",System Analyst 系統分析員 (編號: CA/SA/20210222-12),"Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,1,0,0,0,0,0,1
Not Specified,Entry,Siemens Energy Limited,Not Specified,2021-09-28,2021-10-22,0,no-email@email.com,Energy/Power/Water/Oil & Gas/Waste Management,"Information Technology (IT), Support, IT Management, Others","['IT help desk', 'Good communication skills', 'Independent and have ownership']",IT Support Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Senior,CACEIS Hong Kong Trust Company Limited,http://www.caceis.com,2021-09-30,2021-10-22,0,no-email@email.com,Financial Services,"Banking / Finance, Analyst, Financial Services, Information Technology (IT), DBA","['Strong management skills', 'People centric', 'Strong communication skills']",Head / Deputy Head - Master Data Services (Market Data),"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,1,6
Not Specified,Senior,Ambitious People Group,http://www.ambitiouspeople.hk,2021-10-21,2021-10-22,['3511 6261'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications","['most renowned leading brands', 'Inclusive MNC culture', 'Guaranteed 13th bonus']",Android Mobile Developer| Worldwide Leading F&B Brand,"Full Time, Permanent",Degree,HK$30K-35K/month,Service Designer,32,0,0,0,0,1,0,0,1
Not Specified,Entry,FunTown Hong Kong Limited,http://www.funtown.com.hk,2021-10-18,2021-10-22,0,no-email@email.com,Trading and Distribution,"Information Technology (IT), Software Development","['Vtuber support platform', 'live streaming', '3rd-party API integration']",Technical Support Engineer (Game) (5-day work),"Full Time, Permanent",Not Specified,HK$14K-20K/month,Service Designer,17,0,0,0,0,0,0,0,1
Not Specified,Entry,Chong Hing Bank Limited,Not Specified,2021-10-21,2021-10-22,0,no-email@email.com,Banking,"Information Technology (IT), Application Specialist - Software, Product Management / Business Analyst, Software Development","['Provide on-going application systems support', 'Assist in system analysis and design', '2-4 years application development experience']",Senior Analyst Programmer / Analyst Programmer – IT Development Department,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,Openrice Limited,http://www.openrice.com/,2021-10-20,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Software Development","['Passionate in infrastructure and cloud platform', 'Experience in application development/support', 'Higher Diploma or above']","Software Engineer / Junior Software Engineer, API","Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,CKC Solutions Limited,Not Specified,2021-10-22,2021-10-22,['2885 8283'],no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Analyst Programmer, System Analyst, Perm in-house', 'C#, ASP.NET; In-house system/ payment/ IoT', 'Attractive bonus & package, friendly environment']","System Analyst/ (Senior) Analyst Programmer, .NET (Perm, In-house)","Full Time, Permanent",Non-Degree Tertiary,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,Pinpoint Asia Limited,http://www.pinpointasia.com,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Application Specialist - Network, Network & System","['Sophisticated Cloud Storage', 'Design Build Manage', 'Engineering Lead role']",Cloud Storage Engineering Lead - Enterprise Cloud Platform,"Full Time, Permanent",Degree,HK$70K-90K/month,Service Designer,80,0,0,0,0,0,0,0,10
Not Specified,Middle,Connexus Travel Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Tourism / Travel Agency,"Information Technology (IT), Hardware, Security, Network & System","['Diploma/ Degree holder in Information Technology', '2 years or above in IT infrastructure', 'System/ Security control']",System Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,EC Healthcare,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Health & Beauty Care,"Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing","['Java, J2EE technology, Angular', 'Cloud Solution Development', 'In-house application development and documentation']",System Analyst,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,1,0,0,0,0,0,1
Not Specified,Middle,Randstad Hong Kong Limited,http://www.randstad.com.hk,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Network & System, Others","['SAP SD/ SAP OTC', 'Stable Business with Multinational Culture', 'Double Pay, 15 Days AL, Medical']","Senior SAP Specialist (MNC, Double Pay + Bonus)","Full Time, Permanent",Degree,HK$35K-55K/month,Service Designer,45,0,0,0,0,0,0,0,1
Not Specified,Entry,Moses Wills Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Software Development","['Mining industry', 'Proficiency with C++, familiar with STL, C++11', 'Understand blockchain related technologies']",Software Engineer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Entry,Henderson Land Development Company Limited,http://www.hld.com,2021-10-22,2021-10-22,['2905 1855'],no-email@email.com,Property Development,"Information Technology (IT), Security, Network & System, Others","['Medical Allowance', 'Education Allowance', 'Free Lunch']",CLOUD SYSTEM ENGINEER,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Senior,Openrice Limited,http://www.openrice.com/,2021-10-20,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, IT Project Management / Team Lead, Software Development","['Passion in Android Development', 'Young & energetic company culture', '5 days work, flexi hour with attractive benefit']",Mobile Technical Lead,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,5
Not Specified,Middle,Surpass Solution (Hong Kong) Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Software Development","['Solid experience in hybrid app development', '1-3 years of experience', 'Immediately available is highly preferred']",• APP Programmer,"Full Time, Permanent",School Certificate,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,1
Not Specified,Senior,Pinpoint Asia Limited,http://www.pinpointasia.com,2021-10-19,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), IT Project Management / Team Lead, Application Specialist - Network, Network & System","['Sophisticated Cloud Network', 'Design Build Manage', 'Engineering Lead role']",Cloud Network Engineering Lead - Enterprise Cloud Platform,"Full Time, Permanent",Degree,HK$70K-90K/month,Service Designer,80,0,0,0,0,0,0,0,10
Not Specified,Entry,Anywhere Everywhere Six Degrees Link Limited,Not Specified,2021-10-21,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications","['Work Life Balance | 16 ALs | Bonus', 'Salary : 25K - 45K + Bonus ( 1 - 2 Months )', 'Friendly Environment & Clear Career Path']",DevOps Engineer ( Global FinTech Company ) | Attractive Package,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,Kerry Properties Limited,Not Specified,2021-10-20,2021-10-22,0,no-email@email.com,Property Management / Consultancy,"Information Technology (IT), Hardware","['Top-tier Properties Developer', 'Promising Career Path', 'Competitive Compensation Package']","Manager, Infrastructure","Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,6
Not Specified,Middle,TP-Link Corporation Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), IT Project Management / Team Lead, Technical / Functional Consulting, Sales, CS & Business Devpt, Technical Sales / Sales Engineer","['Presales consultant in network infrastructure', 'Prepare design, proposal, presentation, PoC test', 'Minimum 3 years of working experience in Presale']",Solution Architect /Solution Consultant,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,3
Not Specified,Entry,"Asia Airfreight Terminal Co., Limited.",http://www.aat.com.hk,2021-10-22,2021-10-22,['2286 0374'],no-email@email.com,Freight Forwarding/Delivery/Shipping,"Information Technology (IT), IT Project Management / Team Lead, IT Management, Technical / Functional Consulting","['5-day week, double pay, performance bonus', 'Knowledge in J2EE, RDBMS, C#, .NET,', ""Degree holder with 1-2 years' rel experience""]",Analyst Programmer,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,2
Not Specified,Entry,CL Technical Services Limited.,http://www.clts.com,2021-10-22,2021-10-22,0,no-email@email.com,Information Technology,"Information Technology (IT), Application Specialist - Software, Support, Software Development","['ASP.NET/JAVA/Spring', '5 days work', 'medical']","System Analyst (.Net, over $55K)","Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Middle,Tab Next Limited,Not Specified,2021-10-19,2021-10-22,0,no-email@email.com,Others,"Information Technology (IT), Software Development","['IT programming for professional medical area', 'Healthcare private sector; Worldwide career path', 'Lai Chi Kok office or Tai Wai office']",Senior Web Developer / Senior Analyst Programmer,"Full Time, Permanent",Postgraduate,NotSpecified,Service Designer,0,0,0,0,0,1,0,0,3
Not Specified,Entry,Recruit Logic Limited,Not Specified,2021-10-22,2021-10-22,0,no-email@email.com,Human Resources Management/Consultancy,"Information Technology (IT), Application Specialist - Software, Software Development, Others","['Hands on experience in React.js/Node.js', 'At least 2 years experience in programming', 'Degree holder in IT or related disciplines']",Software Developer,"Full Time, Permanent",Not Specified,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,1
Not Specified,Senior,HKT Enterprise Solutions,http://www.pccw.com,2021-10-18,2021-10-22,0,no-email@email.com,Telecommunication,"Admin & HR, Training & Development, Information Technology (IT), Product Management / Business Analyst, Technical / Functional Consulting","['Design and implementation of Training and Development programs', 'Deliver tech related trainings', 'Manage training effectiveness']",Learning & Development Manager,"Full Time, Permanent",Degree,NotSpecified,Service Designer,0,0,0,0,0,0,0,0,4
